audit_kind,item_id,canonical_id,canonical_type,canonical_name,alias,normalized_alias,observed_types,mention_count,mention_ids,is_valid,type_correct,evidence_support,direction_correct,notes
alias,ent_000391::Ban Chấp hành Trung ương lâm thời của Đảng,ent_000391,Organization,Ban Chấp hành Trung ương lâm thời của Đảng,Ban Chấp hành Trung ương lâm thời của Đảng,ban chấp hành trung ương lâm thời của đảng,"[""Organization""]",1,"[""lichsu_12_s136_bai13_sec7_004:e7""]",,,,,
alias,ent_001565::Hội đồng châu Âu,ent_001565,Organization,Hội đồng châu Âu,Hội đồng châu Âu,hội đồng châu âu,"[""Organization""]",1,"[""lichsu_12_s84_bai7_sec17_001:e2""]",,,,,
alias,ent_003564::Xéc-bi,ent_003564,Organization,Xéc-bi,Xéc-bi,xéc bi,"[""Organization""]",1,"[""lichsu_11_s19_bai5_sec8_001:e9""]",,,,,
alias,ent_003464::Vệ quốc đoàn,ent_003464,Organization,Vệ quốc đoàn,Vệ quốc đoàn,vệ quốc đoàn,"[""Organization""]",1,"[""lichsu_12_s186_bai17_sec7_001:e13""]",,,,,
alias,ent_003384::tư bản Pháp,ent_003384,Organization,tư bản Pháp,tư bản Pháp,tư bản pháp,"[""Organization""]",4,"[""lichsu_11_s137_bai24_sec3_002:e1"", ""lichsu_11_s140_bai24_sec6_001:e4"", ""lichsu_12_s125_bai12_sec8_001:e2"", ""lichsu_12_s183_bai17_sec4_002:e5""]",,,,,
alias,ent_001226::Pháp,ent_001226,Organization,Pháp,Pháp,pháp,"[""Organization""]",24,"[""lichsu_11_s102_bai19_sec3_001:e2"", ""lichsu_11_s104_bai19_sec5_003:e3"", ""lichsu_11_s105_bai19_sec6_001:e4"", ""lichsu_11_s111_bai20_sec5_001:e4"", ""lichsu_11_s116_bai20_sec10_001:e7"", ""lichsu_11_s122_bai21_sec5_002:e5"", ""lichsu_11_s124_bai21_sec7_001:e6"", ""lichsu_11_s12_bai5_sec1_001:e11"", ""lichsu_11_s18_bai5_sec7_001:e9"", ""lichsu_11_s7_bai2_sec1_001:e10"", ""lichsu_11_s81_bai17_sec4_002:e7"", ""lichsu_12_s142_bai14_sec4_001:e12"", ""lichsu_12_s165_bai16_sec7_001:e10"", ""lichsu_12_s166_bai16_sec8_002:e4"", ""lichsu_12_s205_bai18_sec11_002:e2"", ""lichsu_12_s213_bai19_sec4_001:e5"", ""lichsu_12_s223_bai20_sec3_001:e3"", ""lichsu_12_s226_bai20_sec6_003:e6"", ""lichsu_12_s226_bai20_sec6_005:e5"", ""lichsu_12_s230_bai20_sec10_002:e5"", ""lichsu_12_s230_bai20_sec10_004:e5"", ""lichsu_12_s232_bai20_sec12_001:e2"", ""lichsu_12_s233_bai20_sec13_001:e10"", ""lichsu_12_s98_bai9_sec5_001:e6""]",,,,,
alias,ent_001122::Đảng Công sản,ent_001122,Organization,Đảng Công sản,Đảng Công sản,đảng công sản,"[""Organization""]",1,"[""lichsu_12_s71_bai7_sec4_001:e10""]",,,,,
alias,ent_000571::Cao Thắng,ent_000571,Person,Cao Thắng,Cao Thắng,cao thắng,"[""Person""]",2,"[""lichsu_11_s123_bai21_sec6_001:e8"", ""lichsu_11_s124_bai21_sec7_001:e1""]",,,,,
alias,ent_001894::Lý Bí,ent_001894,Person,Lý Bí,Lý Bí,lý bí,"[""Person""]",1,"[""lichsu_10_s83_002:e12""]",,,,,
alias,ent_003421::U. Sớcsin,ent_003421,Person,U. Sớcsin,U. Sớcsin,u sớcsin,"[""Person""]",1,"[""lichsu_12_s14_bai1_sec4_001:e9""]",,,,,
alias,ent_001148::Đặng Tiểu Bình,ent_001148,Person,Đặng Tiểu Bình,Đặng Tiểu Bình,đặng tiểu bình,"[""Person""]",1,"[""lichsu_12_s40_bai3_sec6_001:e12""]",,,,,
alias,ent_001250::Đinh Bộ Lĩnh,ent_001250,Person,Đinh Bộ Lĩnh,Đinh Bộ Lĩnh,đinh bộ lĩnh,"[""Person""]",1,"[""lichsu_10_s89_001:e10""]",,,,,
alias,ent_002952::Thái hậu họ Dương,ent_002952,Person,Thái hậu họ Dương,Thái hậu họ Dương,thái hậu họ dương,"[""Person""]",1,"[""lichsu_10_s102_001:e8""]",,,,,
alias,ent_000916::Coóc nây,ent_000916,Person,Coóc nây,Coóc nây,coóc nây,"[""Person""]",1,"[""lichsu_11_s24_bai7_sec1_001:e9""]",,,,,
alias,ent_003321::Trần Thắng,ent_003321,Person,Trần Thắng,Trần Thắng,trần thắng,"[""Person""]",1,"[""lichsu_10_s26_002:e3""]",,,,,
alias,ent_001365::G. Xanhtơni,ent_001365,Person,G. Xanhtơni,G. Xanhtơni,g xanhtơni,"[""Person""]",1,"[""lichsu_12_s193_bai17_sec14_002:e5""]",,,,,
alias,ent_001366::Gác-ni-e,ent_001366,Person,Gác-ni-ê,Gác-ni-e,gác ni e,"[""Person""]",1,"[""lichsu_11_s111_bai20_sec5_002:e10""]",,,,,
alias,ent_002891::Sôvanhắc,ent_002891,Person,Sôvanhắc,Sôvanhắc,sôvanhắc,"[""Person""]",1,"[""lichsu_12_s205_bai18_sec11_001:e8""]",,,,,
alias,ent_003350::Trịnh Kiểm,ent_003350,Person,Trịnh Kiểm,Trịnh Kiểm,trịnh kiểm,"[""Person""]",1,"[""lichsu_10_s120_001:e9""]",,,,,
alias,ent_001525::Nguyễn Ai Quốc,ent_001525,Person,Hồ Chí Minh,Nguyễn Ai Quốc,nguyễn ai quốc,"[""Person""]",1,"[""lichsu_12_s132_bai13_sec3_001:e1""]",,,,,
alias,ent_001968::M. Ganđi,ent_001968,Person,M. Ganđi,M. Ganđi,m ganđi,"[""Person""]",1,"[""lichsu_12_s49_bai4_sec8_001:e9""]",,,,,
alias,ent_003314::Trần Quốc Tuấn,ent_003314,Person,Trần Quốc Tuấn,Trần Quốc Tuấn,trần quốc tuấn,"[""Person""]",1,"[""lichsu_10_s104_001:e7""]",,,,,
alias,ent_003578::Xt-phen-xơn,ent_003578,Person,Xt-phen-xơn,Xt-phen-xơn,xt phen xơn,"[""Person""]",1,"[""lichsu_10_s187_002:e8""]",,,,,
alias,ent_002564::Phạm Văn Đồng,ent_002564,Person,Phạm Văn Đồng,Phạm Văn Đồng,phạm văn đồng,"[""Person""]",1,"[""lichsu_12_s230_bai20_sec10_002:e4""]",,,,,
alias,ent_001880::Lê Duy Lương,ent_001880,Person,Lê Duy Lương,Lê Duy Lương,lê duy lương,"[""Person""]",1,"[""lichsu_11_s104_bai19_sec5_001:e5""]",,,,,
alias,ent_003326::Trần Văn Cung,ent_003326,Person,Trần Văn Cung,Trần Văn Cung,trần văn cung,"[""Person""]",1,"[""lichsu_12_s136_bai13_sec7_001:e10""]",,,,,
alias,ent_001850::Lâm Hoành,ent_001850,Person,Lâm Hoành,Lâm Hoành,lâm hoành,"[""Person""]",1,"[""lichsu_11_s116_bai20_sec10_001:e3""]",,,,,
alias,ent_002335::nghiệ Âu Việt,ent_002335,Person,nghiệ Âu Việt,nghiệ Âu Việt,nghiệ âu việt,"[""Person""]",1,"[""lichsu_10_s165_001:e8""]",,,,,
alias,ent_002506::Nông Văn Quang,ent_002506,Person,Nông Văn Quang,Nông Văn Quang,nông văn quang,"[""Person""]",1,"[""lichsu_11_s104_bai19_sec5_001:e10""]",,,,,
alias,ent_002370::Nguyễn Văn Cừ,ent_002370,Person,Nguyễn Văn Cừ,Nguyễn Văn Cừ,nguyễn văn cừ,"[""Person""]",1,"[""lichsu_12_s166_bai16_sec8_001:e5""]",,,,,
alias,ent_002610::Phi líp II,ent_002610,Person,Phi líp II,Phi líp II,phi líp ii,"[""Person""]",1,"[""lichsu_10_s170_002:e10""]",,,,,
alias,ent_003288::Trai an,ent_003288,Person,Trai an,Trai an,trai an,"[""Person""]",1,"[""lichsu_10_s22_bai4_sec6_001:e10""]",,,,,
alias,ent_002716::Pri-đi Pha-nô-mi-ông,ent_002716,Person,Pri-đi Pha-nô-mi-ông,Pri-đi Pha-nô-mi-ông,pri đi pha nô mi ông,"[""Person""]",2,"[""lichsu_11_s76_bai16_sec7_001:e7"", ""lichsu_11_s79_bai17_sec2_001:e1""]",,,,,
alias,ent_001362::G. Gôđa,ent_001362,Person,G. Gôđa,G. Gôđa,g gôđa,"[""Person""]",1,"[""lichsu_12_s156_bai15_sec6_002:e7""]",,,,,
alias,ent_001899::Lý Thánh Tông,ent_001899,Person,Lý Thánh Tông,Lý Thánh Tông,lý thánh tông,"[""Person""]",2,"[""lichsu_10_s112_001:e2"", ""lichsu_10_s92_001:e11""]",,,,,
alias,ent_001886::Lê Lợi,ent_001886,Person,Lê Lợi,Lê Lợi,lê lợi,"[""Person""]",1,"[""lichsu_10_s106_001:e9""]",,,,,
alias,ent_000820::Chủ tịch Hồ Chí Minh,ent_000820,Person,Chủ tịch Hồ Chí Minh,Chủ tịch Hồ Chí Minh,chủ tịch hồ chí minh,"[""Person""]",7,"[""lichsu_12_s183_bai17_sec4_002:e12"", ""lichsu_12_s187_bai17_sec8_001:e5"", ""lichsu_12_s188_bai17_sec9_001:e3"", ""lichsu_12_s192_bai17_sec13_002:e9"", ""lichsu_12_s200_bai18_sec6_001:e11"", ""lichsu_12_s208_bai18_sec14_001:e6"", ""lichsu_12_s266_bai22_sec14_001:e4""]",,,,,
alias,ent_002351::Nguyễn Huệ,ent_002351,Person,Nguyễn Huệ,Nguyễn Huệ,nguyễn huệ,"[""Person""]",6,"[""lichsu_10_s131_bai23_sec6_001:e10"", ""lichsu_10_s132_bai23_sec7_001:e12"", ""lichsu_10_s133_bai23_sec8_001:e12"", ""lichsu_10_s133_bai23_sec8_002:e1"", ""lichsu_10_s134_bai23_sec9_001:e4"", ""lichsu_10_s160_002:e1""]",,,,,
alias,ent_000345::Ất mét A ra-ra-bi,ent_000345,Person,Ất mét A ra-ra-bi,Ất mét A ra-ra-bi,ất mét a ra ra bi,"[""Person""]",1,"[""lichsu_11_s13_bai5_sec2_001:e9""]",,,,,
alias,ent_001675::kênh đào,ent_001675,Place,kênh đào,kênh đào,kênh đào,"[""Place""]",1,"[""lichsu_12_s60_bai5_sec9_002:e7""]",,,,,
alias,ent_001637::Hương Cảng (Trung Quốc),ent_001637,Place,Hương Cảng (Trung Quốc),Hương Cảng (Trung Quốc),hương cảng trung quốc,"[""Place""]",1,"[""lichsu_12_s145_bai14_sec7_001:e4""]",,,,,
alias,ent_000321::Ấn Độ,ent_000321,Place,Ấn Độ,Ấn Độ,ấn độ,"[""Place""]",18,"[""lichsu_10_s16_001:e10"", ""lichsu_10_s29_001:e6"", ""lichsu_10_s29_002:e1"", ""lichsu_10_s32_001:e3"", ""lichsu_10_s33_001:e3"", ""lichsu_10_s34_001:e2"", ""lichsu_10_s35_001:e10"", ""lichsu_11_s66_bai15_sec1_001:e5"", ""lichsu_11_s67_bai15_sec2_001:e5"", ""lichsu_11_s68_bai15_sec3_001:e4"", ""lichsu_11_s71_bai16_sec2_001:e5"", ""lichsu_11_s7_bai2_sec1_001:e1"", ""lichsu_11_s7_bai2_sec1_002:e1"", ""lichsu_12_s40_bai3_sec6_001:e3"", ""lichsu_12_s48_bai4_sec7_001:e3"", ""lichsu_12_s49_bai4_sec8_001:e2"", ""lichsu_12_s50_bai4_sec9_001:e2"", ""lichsu_12_s53_bai5_sec2_001:e2""]",,,,,
alias,ent_000467::Bon,ent_000467,Place,Bon,Bon,bon,"[""Place""]",1,"[""lichsu_12_s99_bai9_sec6_001:e7""]",,,,,
alias,ent_000427::Béclin,ent_000427,Place,Béclin,Béclin,béclin,"[""Place""]",2,"[""lichsu_12_s172_bai16_sec14_001:e5"", ""lichsu_12_s230_bai20_sec10_001:e9""]",,,,,
alias,ent_001651::Kế Bào,ent_001651,Place,Kế Bào,Kế Bào,kế bào,"[""Place""]",1,"[""lichsu_11_s139_bai24_sec5_001:e6""]",,,,,
alias,ent_000462::Bô-xtơn,ent_000462,Place,Bô-xtơn,Bô-xtơn,bô xtơn,"[""Place""]",1,"[""lichsu_10_s175_001:e11""]",,,,,
alias,ent_000359::Bắc,ent_000359,Place,Bắc,Bắc,bắc,"[""Place""]",1,"[""lichsu_10_s151_001:e10""]",,,,,
alias,ent_002520::núi Vũ Quang,ent_002520,Place,núi Vũ Quang,núi Vũ Quang,núi vũ quang,"[""Place""]",1,"[""lichsu_11_s124_bai21_sec7_001:e7""]",,,,,
alias,ent_003566::Xi-bia,ent_003566,Place,Xi-bia,Xi-bia,xi bia,"[""Place""]",1,"[""lichsu_10_s227_001:e10""]",,,,,
alias,ent_001857::Lãng Bạc,ent_001857,Place,Lãng Bạc,Lãng Bạc,lãng bạc,"[""Place""]",1,"[""lichsu_10_s83_002:e6""]",,,,,
alias,ent_002029::Miên,ent_002029,Place,Miên,Miên,miên,"[""Place""]",1,"[""lichsu_12_s177_bai16_sec19_001:e10""]",,,,,
alias,ent_003467::Vécxai,ent_003467,Place,Vécxai,Vécxai,vécxai,"[""Place""]",1,"[""lichsu_11_s48_bai11_sec2_001:e9""]",,,,,
alias,ent_001631::Huê Cầu,ent_001631,Place,Huê Cầu,Huê Cầu,huê cầu,"[""Place""]",1,"[""lichsu_10_s97_002:e9""]",,,,,
alias,ent_001058::Đà Nẵng,ent_001058,Place,Đà Nẵng,Đà Nẵng,đà nẵng,"[""Place""]",6,"[""lichsu_11_s104_bai19_sec5_002:e6"", ""lichsu_12_s202_bai18_sec8_001:e10"", ""lichsu_12_s246_bai21_sec12_001:e9"", ""lichsu_12_s252_bai21_sec18_003:e10"", ""lichsu_12_s285_bai23_sec12_002:e11"", ""lichsu_12_s285_bai23_sec12_003:e1""]",,,,,
alias,ent_003404::Từ Sơn,ent_003404,Place,Từ Sơn,Từ Sơn,từ sơn,"[""Place""]",1,"[""lichsu_12_s166_bai16_sec8_003:e4""]",,,,,
alias,ent_001868::lãnh thổ thống nhất,ent_001868,Place,lãnh thổ thống nhất,lãnh thổ thống nhất,lãnh thổ thống nhất,"[""Place""]",1,"[""lichsu_10_s88_001:e6""]",,,,,
alias,ent_002885::sông Hoàng,ent_002885,Place,sông Hoàng,sông Hoàng,sông hoàng,"[""Place""]",1,"[""lichsu_10_s26_002:e8""]",,,,,
alias,ent_001448::Hạ Lôi,ent_001448,Place,Hạ Lôi,Hạ Lôi,hạ lôi,"[""Place""]",1,"[""lichsu_10_s83_002:e8""]",,,,,
alias,ent_000579::Cham-pa,ent_000579,Place,Cham-pa,Cham-pa,cham pa,"[""Organization""]",2,"[""lichsu_10_s41_001:e7"", ""lichsu_10_s70_001:e4""]",,,,,
alias,ent_000583::châu Á,ent_000583,Place,châu Á,châu Á,châu á,"[""Place""]",6,"[""lichsu_10_s15_001:e1"", ""lichsu_10_s29_001:e7"", ""lichsu_11_s60_bai14_sec1_001:e4"", ""lichsu_11_s6_001:e4"", ""lichsu_12_s54_bai5_sec3_001:e2"", ""lichsu_12_s59_bai5_sec8_001:e9""]",,,,,
alias,ent_003072::Thanh Hoá,ent_003072,Place,Thanh Hóa,Thanh Hoá,thanh hoá,"[""Place""]",5,"[""lichsu_10_s120_001:e4"", ""lichsu_10_s133_bai23_sec8_002:e11"", ""lichsu_10_s64_001:e5"", ""lichsu_10_s65_001:e2"", ""lichsu_12_s216_bai19_sec7_002:e6""]",,,,,
alias,ent_002577::Phan Rang,ent_002577,Place,Phan Rang,Phan Rang,phan rang,"[""Place""]",1,"[""lichsu_12_s285_bai23_sec12_003:e12""]",,,,,
alias,ent_002941::Tân Trào,ent_002941,Place,Tân Trào,Tân Trào,tân trào,"[""Place""]",2,"[""lichsu_12_s173_bai16_sec15_002:e11"", ""lichsu_12_s174_bai16_sec16_001:e10""]",,,,,
alias,ent_002889::sông Nin,ent_002889,Place,sông Nin,sông Nin,sông nin,"[""Place""]",2,"[""lichsu_10_s16_001:e5"", ""lichsu_10_s59_001:e4""]",,,,,
alias,ent_003364::Trung Kì,ent_003364,Place,Trung Kì,Trung Kì,trung kì,"[""Place""]",2,"[""lichsu_11_s120_bai21_sec3_001:e10"", ""lichsu_12_s167_bai16_sec9_002:e6""]",,,,,
alias,ent_000419::Bát đa,ent_000419,Place,Bát đa,Bát đa,bát đa,"[""Place""]",1,"[""lichsu_10_s34_001:e7""]",,,,,
alias,ent_000584::châu Á - Thái Bình Dương,ent_000584,Place,châu Á - Thái Bình Dương,châu Á - Thái Bình Dương,châu á thái bình dương,"[""Place""]",1,"[""lichsu_12_s173_bai16_sec15_001:e6""]",,,,,
alias,ent_000431::biển Caribê,ent_000431,Place,biển Caribê,biển Caribê,biển caribê,"[""Place""]",1,"[""lichsu_12_s58_bai5_sec7_001:e8""]",,,,,
alias,ent_002881::sông Ấn,ent_002881,Place,sông Ấn,sông Ấn,sông ấn,"[""Place""]",2,"[""lichsu_10_s29_001:e11"", ""lichsu_10_s59_001:e8""]",,,,,
alias,ent_002542::Pa la,ent_002542,Place,Pa la,Pa la,pa la,"[""Place""]",1,"[""lichsu_10_s33_001:e7""]",,,,,
alias,ent_000799::Chợ Rẫy,ent_000799,Place,Chợ Rẫy,Chợ Rẫy,chợ rẫy,"[""Place""]",1,"[""lichsu_11_s104_bai19_sec5_002:e9""]",,,,,
alias,ent_001911::Liên bang Xô viết,ent_001911,Place,Liên Xô,Liên bang Xô viết,liên bang xô viết,"[""Place""]",1,"[""lichsu_12_s100_bai9_sec7_001:e4""]",,,,,
alias,ent_001450::Hà Nội - Mục Nam Quan,ent_001450,Place,Hà Nội - Mục Nam Quan,Hà Nội - Mục Nam Quan,hà nội mục nam quan,"[""Place""]",1,"[""lichsu_12_s243_bai21_sec9_001:e1""]",,,,,
alias,ent_003198::Thuận An,ent_003198,Place,Thuận An,Thuận An,thuận an,"[""Place""]",2,"[""lichsu_11_s115_bai20_sec9_001:e12"", ""lichsu_11_s116_bai20_sec10_001:e5""]",,,,,
alias,ent_001106::Đan Mạch,ent_001106,Place,Đan Mạch,Đan Mạch,đan mạch,"[""Place""]",1,"[""lichsu_10_s192_bai33_sec5_001:e3""]",,,,,
alias,ent_002937::Tân Phước,ent_002937,Place,Tân Phước,Tân Phước,tân phước,"[""Place""]",1,"[""lichsu_11_s105_bai19_sec6_002:e8""]",,,,,
alias,ent_001379::Gia-va,ent_001379,Place,Gia-va,Gia-va,gia va,"[""Place""]",1,"[""lichsu_11_s73_bai16_sec4_001:e4""]",,,,,
alias,ent_003291::Trại Sơn,ent_003291,Place,Trại Sơn,Trại Sơn,trại sơn,"[""Place""]",1,"[""lichsu_11_s122_bai21_sec5_002:e7""]",,,,,
alias,ent_001911::Liên Xô,ent_001911,Place,Liên Xô,Liên Xô,liên xô,"[""Organization""]",22,"[""lichsu_11_s35_bai10_sec2_001:e2"", ""lichsu_11_s58_bai13_sec4_002:e7"", ""lichsu_11_s81_bai17_sec4_002:e5"", ""lichsu_11_s90_bai17_sec13_001:e7"", ""lichsu_12_s114_bai11_sec5_001:e6"", ""lichsu_12_s13_bai1_sec3_001:e8"", ""lichsu_12_s14_bai1_sec4_001:e5"", ""lichsu_12_s14_bai1_sec4_002:e3"", ""lichsu_12_s16_bai1_sec6_001:e12"", ""lichsu_12_s173_bai16_sec15_001:e12"", ""lichsu_12_s232_bai20_sec12_001:e10"", ""lichsu_12_s249_bai21_sec15_002:e7"", ""lichsu_12_s265_bai22_sec13_001:e12"", ""lichsu_12_s27_bai2_sec8_001:e6"", ""lichsu_12_s32_bai2_sec13_001:e3"", ""lichsu_12_s69_bai7_sec2_001:e12"", ""lichsu_12_s89_bai8_sec3_002:e10"", ""lichsu_12_s96_bai9_sec3_001:e3"", ""lichsu_12_s96_bai9_sec3_002:e3"", ""lichsu_12_s97_bai9_sec4_002:e10"", ""lichsu_12_s99_bai9_sec6_001:e8"", ""lichsu_12_s99_bai9_sec6_002:e2""]",,,,,
alias,ent_000481::Buôn Ma Thuột,ent_000481,Place,Buôn Ma Thuột,Buôn Ma Thuột,buôn ma thuột,"[""Place""]",1,"[""lichsu_12_s285_bai23_sec12_001:e6""]",,,,,
alias,ent_003149::Thổ Chu,ent_003149,Place,Thổ Chu,Thổ Chu,thổ chu,"[""Place""]",1,"[""lichsu_12_s304_bai25_sec6_001:e6""]",,,,,
alias,ent_000388::Bali,ent_000388,Place,Bali,Bali,bali,"[""Place""]",1,"[""lichsu_12_s46_bai4_sec5_001:e10""]",,,,,
alias,ent_000331::Anggôla,ent_000331,Place,Anggôla,Anggôla,anggôla,"[""Place""]",1,"[""lichsu_12_s55_bai5_sec4_001:e17""]",,,,,
alias,ent_000578::Cầu Giấy,ent_000578,Place,Cầu Giấy,Cầu Giấy,cầu giấy,"[""Place""]",1,"[""lichsu_11_s111_bai20_sec5_004:e9""]",,,,,
alias,ent_001852::Lam Sơn,ent_001852,Place,Lam Sơn,Lam Sơn,lam sơn,"[""Place""]",1,"[""lichsu_10_s106_001:e11""]",,,,,
alias,ent_001303::Đông Khê,ent_001303,Place,Đông Khê,Đông Khê,đông khê,"[""Place""]",1,"[""lichsu_12_s208_bai18_sec14_001:e8""]",,,,,
alias,ent_003439::Vai-ma,ent_003439,Place,Vai-ma,Vai-ma,vai ma,"[""Place""]",1,"[""lichsu_11_s51_bai12_sec2_001:e10""]",,,,,
alias,ent_001630::Huế,ent_001630,Place,Huế,Huế,huế,"[""Place""]",7,"[""lichsu_11_s138_bai24_sec4_002:e5"", ""lichsu_11_s139_bai24_sec5_001:e3"", ""lichsu_12_s134_bai13_sec5_001:e7"", ""lichsu_12_s246_bai21_sec12_001:e8"", ""lichsu_12_s252_bai21_sec18_003:e9"", ""lichsu_12_s285_bai23_sec12_002:e8"", ""lichsu_12_s296_bai24_sec6_001:e12""]",,,,,
alias,ent_002878::Sơn Tây,ent_002878,Place,Sơn Tây,Sơn Tây,sơn tây,"[""Place""]",3,"[""lichsu_11_s116_bai20_sec10_002:e5"", ""lichsu_11_s122_bai21_sec5_001:e3"", ""lichsu_12_s135_bai13_sec6_001:e12""]",,,,,
alias,ent_001297::Đông Đức,ent_001297,Place,Đông Đức,Đông Đức,đông đức,"[""Place""]",1,"[""lichsu_12_s27_bai2_sec8_001:e5""]",,,,,
alias,ent_002785::Quảng Nam,ent_002785,Place,Quảng Nam,Quảng Nam,quảng nam,"[""Place""]",2,"[""lichsu_11_s132_bai23_sec2_001:e9"", ""lichsu_11_s138_bai24_sec4_002:e6""]",,,,,
alias,ent_000309::A-ten,ent_000309,Place,A-ten,A-ten,a ten,"[""Place""]",1,"[""lichsu_10_s22_bai4_sec6_001:e1""]",,,,,
alias,ent_002846::Sài Gòn - Chợ Lớn,ent_002846,Place,Sài Gòn - Chợ Lớn,Sài Gòn - Chợ Lớn,sài gòn chợ lớn,"[""Place""]",2,"[""lichsu_12_s128_bai12_sec11_002:e3"", ""lichsu_12_s246_bai21_sec12_001:e6""]",,,,,
alias,ent_000274::4 triệu năm trước đây,ent_000274,Time,4 triệu năm trước đây,4 triệu năm trước đây,4 triệu năm trước đây,"[""Time""]",1,"[""lichsu_10_s10_001:e7""]",,,,,
alias,ent_003105::thế kỉ III,ent_003105,Time,thế kỉ III,thế kỉ III,thế kỉ iii,"[""Time""]",1,"[""lichsu_10_s50_001:e8""]",,,,,
alias,ent_003106::thế kỉ III TCN,ent_003106,Time,thế kỉ III TCN,thế kỉ III TCN,thế kỉ iii tcn,"[""Time""]",1,"[""lichsu_10_s29_002:e9""]",,,,,
alias,ent_002102::năm 1905,ent_002102,Time,năm 1905,năm 1905,năm 1905,"[""Time""]",1,"[""lichsu_10_s202_002:e6""]",,,,,
alias,ent_000295::7 - 5 - 1944,ent_000295,Time,7 - 5 - 1944,7 - 5 - 1944,7 5 1944,"[""Time""]",1,"[""lichsu_12_s170_bai16_sec12_002:e7""]",,,,,
alias,ent_002070::Năm 1054,ent_002070,Time,Năm 1054,Năm 1054,năm 1054,"[""Time""]",1,"[""lichsu_10_s92_001:e10""]",,,,,
alias,ent_002987::Tháng 12 năm 1688,ent_002987,Time,Tháng 12 năm 1688,Tháng 12 năm 1688,tháng 12 năm 1688,"[""Time""]",1,"[""lichsu_10_s171_001:e5""]",,,,,
alias,ent_003022::tháng 5 - 1972,ent_003022,Time,tháng 5 - 1972,tháng 5 - 1972,tháng 5 1972,"[""Time""]",1,"[""lichsu_12_s66_bai6_sec4_001:e1""]",,,,,
alias,ent_003400::từ ngày 30 tháng 3 đến ngày 26 tháng 4,ent_003400,Time,từ ngày 30 tháng 3 đến ngày 26 tháng 4,từ ngày 30 tháng 3 đến ngày 26 tháng 4,từ ngày 30 tháng 3 đến ngày 26 tháng 4,"[""Time""]",1,"[""lichsu_12_s226_bai20_sec6_004:e12""]",,,,,
alias,ent_002252::Ngày 15/9/1941,ent_002252,Time,Ngày 15/9/1941,Ngày 15/9/1941,ngày 15 9 1941,"[""Time""]",1,"[""lichsu_12_s169_bai16_sec11_002:e2""]",,,,,
alias,ent_002856::sáng 18 ? 9,ent_002856,Time,sáng 18 ? 9,sáng 18 ? 9,sáng 18 9,"[""Time""]",1,"[""lichsu_12_s208_bai18_sec14_001:e9""]",,,,,
alias,ent_003009::Tháng 4 - 1572,ent_003009,Time,Tháng 4 - 1572,Tháng 4 - 1572,tháng 4 1572,"[""Time""]",1,"[""lichsu_10_s170_002:e4""]",,,,,
alias,ent_002134::năm 1954,ent_002134,Time,năm 1954,năm 1954,năm 1954,"[""Time""]",3,"[""lichsu_12_s213_bai19_sec4_001:e12"", ""lichsu_12_s232_bai20_sec12_001:e4"", ""lichsu_12_s316_bai27_sec3_001:e9""]",,,,,
alias,ent_000160::1966-1970,ent_000160,Time,1966-1970,1966-1970,1966 1970,"[""Time""]",1,"[""lichsu_12_s45_bai4_sec4_001:e10""]",,,,,
alias,ent_000196::1993 đến năm 2000,ent_000196,Time,1993 đến năm 2000,1993 đến năm 2000,1993 đến năm 2000,"[""Time""]",1,"[""lichsu_12_s91_bai8_sec5_001:e8""]",,,,,
alias,ent_001010::cuối năm 1916,ent_001010,Time,cuối năm 1916,cuối năm 1916,cuối năm 1916,"[""Time""]",2,"[""lichsu_11_s20_bai5_sec9_001:e8"", ""lichsu_11_s21_bai5_sec10_001:e2""]",,,,,
alias,ent_000224::2010,ent_000224,Time,2010,2010,2010,"[""Time""]",1,"[""lichsu_12_s312_bai26_sec7_004:e10""]",,,,,
alias,ent_000062::1833 - 1835,ent_000062,Time,1833 - 1835,1833 - 1835,1833 1835,"[""Time""]",1,"[""lichsu_11_s104_bai19_sec5_001:e12""]",,,,,
alias,ent_002276::Ngày 25 - 12 - 1991,ent_002276,Time,Ngày 25 - 12 - 1991,Ngày 25 - 12 - 1991,ngày 25 12 1991,"[""Time""]",1,"[""lichsu_12_s30_bai2_sec11_002:e5""]",,,,,
alias,ent_003027::Tháng 6 - 1932,ent_003027,Time,Tháng 6 - 1932,Tháng 6 - 1932,tháng 6 1932,"[""Time""]",1,"[""lichsu_12_s148_bai14_sec10_001:e10""]",,,,,
alias,ent_002238::ngày 12 - 3 - 1975,ent_002238,Time,ngày 12 - 3 - 1975,ngày 12 - 3 - 1975,ngày 12 3 1975,"[""Time""]",1,"[""lichsu_12_s285_bai23_sec12_001:e11""]",,,,,
alias,ent_000065::1841,ent_000065,Time,1841,1841,1841,"[""Time""]",1,"[""lichsu_10_s212_001:e5""]",,,,,
alias,ent_003038::Tháng 7 năm 1995,ent_003038,Time,Tháng 7 năm 1995,Tháng 7 năm 1995,tháng 7 năm 1995,"[""Time""]",1,"[""lichsu_12_s311_bai26_sec6_005:e8""]",,,,,
alias,ent_001028::cuối năm 1988,ent_001028,Time,cuối năm 1988,cuối năm 1988,cuối năm 1988,"[""Time""]",1,"[""lichsu_12_s45_bai4_sec4_003:e6""]",,,,,
