audit_kind,item_id,entity_type,name,description,evidence_text,confidence,years,chunk_id,book,chapter,section,pages,source_files,chunk_text_preview,is_valid,type_correct,evidence_support,direction_correct,notes
entity,lichsu_12_s45_bai4_sec4_001:e6,Organization,ASEAN,Tổ chức khu vực mà một số nước Đông Nam Á là thành viên sáng lập,nhóm năm nước sáng lập ASEAN,0.95,[],lichsu_12_s45_bai4_sec4_001,lichsu_12,Bài 4,2. Quá trình xây dựng và phát triển của các nước Đông Nam Á,"[26, 27, 28, 29, 30]","[""data/corpus/lichsu_12/lichsu_12.pdf_26.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_27.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_28.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_29.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_30.jpg.txt""]","vương, Từ đó, đời sông chính tế của nhân dân Campuchia bước sang một thời kì phát triển mới. Tháng 10 ? 2004, Quốc vương Xihanúc thoái vi, Hoàng tử Xihamôni lên kế ngôi trở thành Quốn của Campuchia 2. Quá trình xây dựng và phát triển của các nước Đông Nam Á Các Nước Đông Nam A sau khi giành độc lập đã bước vào thời kì phát triển kinh Mê với những chiên lược phát triển kháu Nham nhóm năm nước sáng lập ASEAN Thoi kì đầu sau khi giành được độc lập, nhóm năm nước sang lập ASEAN (Indônêxia, Malaixia,",,,,,
entity,lichsu_11_s18_bai5_sec7_001:e3,Organization,Đức,Quốc gia tham gia thành lập liên minh tay ba,Đức,0.95,[],lichsu_11_s18_bai5_sec7_001,lichsu_11,Bài 5,"I ta-li-a rời khỏi Liên minh (1915), chống lại Đức","[31, 32]","[""data/corpus/lichsu_11/lichsu_11.pdf_31.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_32.jpg.txt""]","chiếm hầu hết lãnh thổ châu Âu, vươn ra các thuộc địa của Anh và Pháp ở châu Phi và châu Á. Năm 1882, Đức cùng Áo Hung và I-ta-li-a thành lập liên minh tay ba, được gọi là phe Liên minh. Sau này, I ta-li-a rời khỏi Liên minh (1915), chống lại Đức Đôi phó với âm mưu của Đức, Anh cũng chuẩn bị kế hoạch chiến tranh Anh, Pháp, Nga tuy có tranh chấp về thuộc địa, nhưng phải nhân nhương lẫn nhau, kí những bản hiệp ước tay đôi : Pháp Nga (1890), Anh Pháp (1904), Anh Nga (1907), hình thành phe Hiệp ước ",,,,,
entity,lichsu_10_s134_bai23_sec9_001:e8,Organization,nhà Thanh,quốc gia mà vua Quang Trung đặt quan hệ hoà hảo,Vua Quang Trung đặt quan hệ hoà hảo với nhà Thanh,0.95,[],lichsu_10_s134_bai23_sec9_001,lichsu_10,Bài 23,THI - VƯƠNG TRIÊU TÂY SƠN,"[117, 118, 119, 120]","[""data/corpus/lichsu_10/lichsu_10.pdf_117.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_118.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_119.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_120.jpg.txt""]","tình trạng khủng hoảng đã ""nghi nói lên công lao to lớn của phong trào Tây Sơn và người ""anh hùng áo vài"""""" Nguyễn Huệ B Phân tích ý nghĩa đoạn trích trong bài hiểu dụ nói trên của vua Quang Trung THI - VƯƠNG TRIÊU TÂY SƠN Sau khi tiêu diệt các lực lượng chúa Nguyễn, năm 1778, thủ linh nghĩa quân Tây Sơn là Nguyễn Nhạc tự xưng Hoàng đế, thành lập vương triều nhưng không làm được gì thêm. Cuộc khởi nghĩa vẫn tiếp tục Cuối năm 1788, trước khi xuất quân lên đường ra Bắc chiến đấu chống quân xâm lượ",,,,,
entity,lichsu_10_s140_bai24_sec6_001:e6,Organization,nhà nước Lê - Trịnh,Cố gắng tiếp tục giáo dục Nho học theo chế độ thời Lê sơ,nhà nước Lê - Trịnh cũng cố gắng tiếp tục giáo dục Nho học theo chế độ thời Lê sơ,0.95,[],lichsu_10_s140_bai24_sec6_001,lichsu_10,Bài 24,1. Giáo dục,"[121, 122, 123]","[""data/corpus/lichsu_10/lichsu_10.pdf_121.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_122.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_123.jpg.txt""]","người có công với làng với nước, nhất là những người người có công lớn trong sự nghiệp bảo vệ Tố quốc, Bên cạnh chùa chiền, các ngày nhà thờ đạo, những đền thờ, lăng miếu được xây dựng ở nhiền nơi B 1. Giáo dục Nhà Mạc được thành lập, tiếp tục phát triển giáo dục, tổ chức đều đặn các kì 19 thì Hương, thi Hội để tuyển chọn nhân tài. Khi đất nước bi chia cắt, ở Đàng Ngoài, nhà nước Lê ? Trịnh cũng cổ gắng tiếp gụá đục Nho học theo chế độ thời Lê sơ Nhiều khoa thi được tổ chức nhưng số người đi thi",,,,,
entity,lichsu_12_s174_bai16_sec16_001:e9,Organization,Uỷ ban Dân tộc giải phóng Việt Nam,tổ chức tiền thân của Chính phủ lâm thời,Uỷ ban Dân tộc giải phóng Viết Nam,0.95,[],lichsu_12_s174_bai16_sec16_001,lichsu_12,Bài 16,IV? NƯỚC VIỆT NAM DÂN CHỦ CỘNG HOÀ ĐƯỢC THÀNH LẬP 1245),"[115, 116, 117, 118]","[""data/corpus/lichsu_12/lichsu_12.pdf_115.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_116.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_117.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_118.jpg.txt""]","trong vòng nửa tháng, từ ngày 14 đến ngày 28 - 8 1945. Chiều 30 - 8, trong cuộc mít tinh lớn có hàng van quần chúng tham gia, vua Bảo Đại tuyên bô thoái vị Chế độ phong kiến Việt Nam hoàn toàn sụp đổ IV? NƯỚC VIỆT NAM DÂN CHỦ CỘNG HOÀ ĐƯỢC THÀNH LẬP 1245) Ngày 25 - 8 - 1945, Chủ tịch Hồ Chí Minh cùng với Trung ương Đảng và Uỷ ban Dân tộc giải phóng Viết Nam từ Tân Trào về đến Hà Nội. Theo đề nghị của Hồ Chí Minh, Uỷ ban Dân tộc giải phóng Việt Nam cải tổ thành Chính phủ lâm thời nước Viết Nam Dâ",,,,,
entity,lichsu_12_s71_bai7_sec4_001:e10,Organization,Đảng Công sản,Tổ chức ra hoạt động công khai ở Cộng hoà Liên bang Đức năm 1968.,Đảng Công sản,0.95,[1968],lichsu_12_s71_bai7_sec4_001,lichsu_12,Bài 7,1. Các nước Tây Âu đã áp dụng những thành tưu của cuộc cách mạng khoa học,"[47, 48]","[""data/corpus/lichsu_12/lichsu_12.pdf_47.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_48.jpg.txt""]","lớn của thế giới Chinh (cùng với Mi và Nhật Ban), Các nước tư ở Tây Au đều có trình độ khoa học - kĩ thuất phát triển đai Sử di nên kinh lễ các nước Tây Au phát triển nhanh là do một số yếu lố sau 1. Các nước Tây Âu đã áp dụng những thành tưu của cuộc cách mạng khoa học kĩ thuật hiện đại để tăng năng suất lao đông, nâng cao chất lượng, ha gia thành sản phẩm , 2. Nhà nước có vai trò rất lớn trong việc quản lí, điều tiết, thúc đẩy nền kinh tế; 3. Các nước Tây Âu đã tân dụng tốt các cơ hôi bên ngoà",,,,,
entity,lichsu_12_s13_bai1_sec3_001:e9,Organization,Liên hợp quốc,Tổ chức ra đời như một công cụ duy trì trật tự thế giới mới,Liên hợp quốc ra đời như một công cu duy tri trật tư thế giới mới,0.95,[],lichsu_12_s13_bai1_sec3_001,lichsu_12,Bài 1,SAU CHIẾN TRANH THẾ GIỚI THỨ HAI (1949),[4],"[""data/corpus/lichsu_12/lichsu_12.pdf_4.jpg.txt""]","SAU CHIẾN TRANH THẾ GIỚI THỨ HAI (1949) Chiến tranh thế giới thứ hai kết thúc đã mở ra một giai đoạn phát triển mới của tinh hình thế giới Một trật tư thế giới mới được hình thành với đặc trưng lớn là thế giới chia thành hai phe ? tư bản chủ nghĩa và xã hòi chủ nghia, do hai siêu cường Mĩ và Liên Xô đứng đầu môi phe Các quốc gia trên thế giới trong những năm đầu sau chiến tranh dần dần bị phân hoá theo đặc trưng đó Liên hợp quốc ra đời như một công cu duy tri trật tư thế giới mới vừa được hinh t",,,,,
entity,lichsu_12_s60_bai5_sec9_001:e2,Organization,Mĩ,"Mĩ tìm cách biến khu vực Mĩ Latinh thành ""sân sau"" của mình và xây dựng các chế độ độc tài thân Mĩ","Mĩ tìm cách biến khu vực Mĩ Latinh thành ""sân sau? của mình và xây dựng các chiến chế độ độc tài thân Mi",0.95,[],lichsu_12_s60_bai5_sec9_001,lichsu_12,Bài 5,ĐÔM NGA ANT CHA THO NGAY,"[38, 39, 40, 41]","[""data/corpus/lichsu_12/lichsu_12.pdf_38.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_39.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_40.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_41.jpg.txt""]","lập từ lay thực dân Tây Ban Nha và Bồ Đào Nha từ đầu thế kỉ XIX, nhưng sau đó lai 1000 BOTTER HOA KI BAHAMA MEHICỔ IZZ CUBA1973 1959 1981 HAMAICA ĐỘMINICANA TRINH VÀ NEVIT SIBELIXE E GOATỀMALY 1962 ĐÔM NGA ANT CHA THO NGAY 1978 ANTIGOA VÀ BÁCBUĐA 1981 EN XANVAĐO D GRÊNAĐA 1974 NICARAGOA1970 RET CÔXTARICALLY TRINIĐÁT VÀ TÔBAGÔ 1962 PANAMA H XXRINAM 1975 CÔLÔMBIA LIT W ÊCUAĐO Z BRA IIN L In PERU BBLIVIAN PARAGOAY Q D L LU VNILL Z C O INJHO URUGOAY Q Các nước Mĩ Latinh Các nước khác CUBA Tên nước 1",,,,,
entity,lichsu_12_s46_bai4_sec5_002:e1,Organization,ASEAN,Tổ chức khu vực Đông Nam Á,ASEAN,0.95,[],lichsu_12_s46_bai4_sec5_002,lichsu_12,Bài 4,3. Sư ra đời và phát triên của tô chức ASEAN,"[28, 29, 30, 31, 32]","[""data/corpus/lichsu_12/lichsu_12.pdf_28.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_29.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_30.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_31.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_32.jpg.txt""]","i của nhau , không sử dung vũ lực hoác de doa băng vũ lực đối với nhau, giải quyết các tranh chấp bang biên pháp hoà bình, hợp tác phát triển có hiêu quá trong các lĩnh vực kinh tế, văn hoá và xã hội. Vào thời diễm này, quan hê giữa các nước Đông Dương và ASEAN bước dầu nhưng được cải thiên. Hai nhóm nước đã thiết lập quan hê ngoại giao và bắt đầu có những chuyển viếng thăm lẫn nhau của các nhà lãnh đạo cấp cao Sau thời kì căng thắng giữa hai nhóm nước (từ cuối thấp kỉ 70 đến giữa thập kỉ 80) về",,,,,
entity,lichsu_12_s97_bai9_sec4_002:e6,Organization,Mĩ,"Đại biểu Mĩ ra tuyên bố không chịu sự ràng buộc của Hiệp định Giơnevơ, chuẩn bị cho sự xâm lược sau này.",Đai biểu Mĩ ra tuyên bố không chíu sự ràng buộc của Hiệp đinh nhâm chuẩn bi cho sư xâm lược sau này,0.95,[],lichsu_12_s97_bai9_sec4_002,lichsu_12,Bài 9,THI SỰ ĐÔI ĐẦU ĐÔNG - TÂY VÀ CÁC CUỘC CHIẾN TRANH CỤC BỘ,"[58, 59, 60, 61]","[""data/corpus/lichsu_12/lichsu_12.pdf_58.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_59.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_60.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_61.jpg.txt""]","uyến quân sự tam thời. Hiệp Trong dinh Gionevo 1954 về Đông Dương là một tháng lơi to lớn của nhân dân Viết Nam, Lào và Campuchia, nhưng mật khác cũng phản ánh cuộc đầu tranh gay gát giữa hai phe phe. Đai biểu Mĩ ra tuyên bố không chíu sự ràng buộc của Hiệp đinh nhâm chuẩn bi cho sư xâm lược sau này 22 Cuốc chiến tranh Triều Tiên (1953) Sau Chiến tranh thế giới thứ hai, bán đảo Triều Tiên được công nhân là một Người quốc gia độc lập có chủ quyền, nhưng tam thời để quân đôi Liên Xô chiếm đóng Thi",,,,,
entity,lichsu_12_s304_bai25_sec6_001:e2,Organization,Khmer Đỏ,Tập đoàn ở Campuchia do Pôn Pốt cầm đầu,tập đoàn ?Khome đỏ? ở Campuchia do Pôn Pốt cầm đầu,0.95,[],lichsu_12_s304_bai25_sec6_001,lichsu_12,Bài 25,II - ĐẤU TRANH BẢO VỆ TỔ QUỐC (1975 ? 1979),"[203, 204, 205, 206, 207]","[""data/corpus/lichsu_12/lichsu_12.pdf_203.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_204.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_205.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_206.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_207.jpg.txt""]","quan và chủ quan, nhất là sai lầm khuyết điểm trong lãnh đao và quản lí, chậm được khắc phuc và 1981 - 1985), nước ta đã đạt được những thành tưu và ưu điểm động thời có những khán và yếu kém gì ? II - ĐẤU TRANH BẢO VỆ TỔ QUỐC (1975 ? 1979) - Bảo vê biên giới Tây Nam Do có âm mưu từ trước, ngay sau tháng lơi của Các chốn chốn chống Mĩ, cứu nước, tập đoàn ?Khome đỏ? ở Campuchia do Pôn Pốt cầm đầu đã mở những cuộc hành quân khiêu khích, xâm phạm nhiều vùng lãnh thổ nước ta từ Hà Tiên đến Tây Ninh.",,,,,
entity,lichsu_12_s205_bai18_sec11_002:e2,Organization,Pháp,Lực lượng thực dân Pháp xâm lược Việt Nam.,thực dân Pháp xâm lược,0.85,[],lichsu_12_s205_bai18_sec11_002,lichsu_12,Bài 18,1. Chiến dịch Việt Bắc thu - đông năm 1947,"[131, 132, 133, 134, 135]","[""data/corpus/lichsu_12/lichsu_12.pdf_131.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_132.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_133.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_134.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_135.jpg.txt""]","ai khỏi vòng chiến đầu hơn 6 000 NHÀ GIANG địch, bắn rơi 16 máy bay CAO BẰNG bán chìm 11 tàu chiến, ca nô TRUNG Chơ Ra Đèo Ngân Bông QUỐC phá huý nhiều phương tiên Sơn Lau Đài Thị Bản Thi chiến tranh. Cơ quan dầu não Thất Khê Chiêm Hoá K ST Bạch Thông kháng chiến được bảo toàn Cho BẮC KAN Dõng Bộ đội chủ lực của ta ngày Khe Lau TUYÊN Chơ Chu Y Chợ Mới LẠNG SƠN càng trưởng thành Đạt Từ Với chiến tháng Việt Bắc ban Hùng HÁI NGUYÊN thu đông năm 1947, cuộc VĨNH kháng chiên toàn quốc chống PHÚ THO QU",,,,,
entity,lichsu_10_s92_001:e5,Organization,nhà Lý,được thành lập năm 1009,nhà Lý,0.95,[1009],lichsu_10_s92_001,lichsu_10,Bài,1. Tổ chức bộ máy nhà nước,"[87, 88, 89]","[""data/corpus/lichsu_10/lichsu_10.pdf_87.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_88.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_89.jpg.txt""]","toàn thư) Nhà Đình và tiếp sau đó là nhà Tiền Lê đã xây dựng nên một nhà nước quân chủ sơ khai gồm 3 ban: Văn ban, Võ ban và Tăng ban, chia nước thành 10 đạo, tổ chức quân đội theo hướng chính quy. 1. Tổ chức bộ máy nhà nước Đã Đất nước dần dần ổn định. Năm 1009, nhà Lý được thành lập. Năm 1010, vua Là Lý Thái Tổ dời đô từ Hoa Lư về Thăng Long (Hà Nội), mở ra một giai đoạn phát thuy Thi Thiến mới, Năm 1054, vua Lý Thánh Tông quyết định đối tên nước là Đại Việt Nam Từ thế kỉ XI đến thế kỉ XV, trả",,,,,
entity,lichsu_12_s183_bai17_sec4_001:e10,Organization,quân Anh,quân Anh tạo điều kiện cho thực dân Pháp quay trở lại xâm lược,quân Anh,0.95,[],lichsu_12_s183_bai17_sec4_001,lichsu_12,Bài 17,THÌNH HÌNH NƯỚC TA SAU CÁCH MẠNG THÁNG TÁM NĂM 1945,"[121, 122]","[""data/corpus/lichsu_12/lichsu_12.pdf_121.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_122.jpg.txt""]","xây dưng chính quyền cách mang, diệt giác đốt, khắc phục khó khăn về tài chính, đầu tranh chống ngoai xâm, nôi phản, bảo về chính quyền là những nhiêm vu cấp bách của Đảng, Chính phủ và nhân dân ta THÌNH HÌNH NƯỚC TA SAU CÁCH MẠNG THÁNG TÁM NĂM 1945 Nước Việt Nam Dân chủ Công hoà vừa ra dòi đã phải đối mặt với muôn vàn khó khăn, thử thách, Quân đội các nước Đồng minh dưới danh nghĩa giái giáp quân Nhật đã lũ lượt kéo vào nước ta. Từ vĩ tuyến 16 trở ra Bắc, gần 20 van quân Trung Hoa Dân quốc kéo ",,,,,
entity,lichsu_12_s173_bai16_sec15_002:e9,Organization,Giải phóng quân,Đơn vị quân sự do Võ Nguyên Giáp chỉ huy,một đơn vị Giái phóng quân,0.9,[],lichsu_12_s173_bai16_sec15_002,lichsu_12,Bài 16,3. Tổng khới nghĩa tháng Tám năm 1945,"[112, 113, 114, 115, 116, 117]","[""data/corpus/lichsu_12/lichsu_12.pdf_112.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_113.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_114.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_115.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_116.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_117.jpg.txt""]","hành chủ trương Tổng khởi nghĩa của Đảng, thông qua 10 chính sách của Viết Minh, cử ra Uý ban Dân tộc giải phóng Việt Nam do Hồ Chí Minh làm Chu tịch ba bi ninh cuộc tổng khởi nghĩa Đến giữa tháng 8 ? 1945, khí thể cách mạng sục sôi trong cả nước, Từ ngày 14?88 Thi thi một số cấp bộ Đảng và tổ chức Viết Minh, luy chưa nhận được lênh Tông khới nghĩa do thông tin liên lạc khó khân, nhưng cân cứ vào tình hình cụ thể của địa nguyên phương và vận dụng chí thi ""Nhật - Pháp bản nhau và hành động của ch",,,,,
entity,lichsu_12_s172_bai16_sec14_003:e10,Organization,Việt Nam Giải phóng quân,Lực lượng vũ trang được thống nhất từ Việt Nam Cứu quốc quân và Việt Nam Tuyên truyền Giải phóng quân.,Viết Nam Giải phóng quân,0.95,[],lichsu_12_s172_bai16_sec14_003,lichsu_12,Bài 16,1. Khởi nghĩa từng phần (từ tháng 3 đến giữa tháng 8 ? 1945),"[110, 111, 112, 113, 114]","[""data/corpus/lichsu_12/lichsu_12.pdf_110.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_111.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_112.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_113.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_114.jpg.txt""]","ngày Tông khới nghĩa nha Để đẩy manh hơn nữa công tác chuẩn bi khới nghĩa vũ trang, từ ngày 15 đến Ngày 20 1 4 1945, Ban Thường vu Trung ương Đảng triêu tập Hôi nghi Quân sư các thi cách mang Bắc Ki. Hội nghi quyết đình thống nhất các lực lượng vũ trang, phát triển người hơn nữa lực lượng vũ trang và nửa vũ trang, mở trường đào tao cấp tốc cán bộ quân sự và chính tri, tích cực phát triển chiến tranh du kích, xây dưng chiến khu, chuẩn bi cho cuộc tổng khỏi nghĩa khi thời cơ đến Uỷ ban Quân sự các",,,,,
entity,lichsu_10_s145_001:e1,Organization,nhà Nguyễn,"Triều đại được thành lập vào năm 1802, sau khi đánh bại Vương triều Tây Sơn.","Năm 1802, nhà Nguyễn được thành lập.",0.95,[1802],lichsu_10_s145_001,lichsu_10,Bài,VĂN HOÁ DƯỚI TRIÊU NGUYÊN,"[123, 125, 126]","[""data/corpus/lichsu_10/lichsu_10.pdf_123.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_125.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_126.jpg.txt""]","cả ở Đàng Ngoài, Đàng Trong. Nhiều làng có phường tuồng, phường chèo. Bên cạnh đó, phổ biến hàng loạt làn điệu dân ca mang tính địa phương đậm nét như quan họ, hát giặm, hò, vè, lí, si, lượn v.v. VĂN HOÁ DƯỚI TRIÊU NGUYÊN (Nửa đầu thế kỉ XIX) Năm 1802, nhà Nguyễn được thành lập. Trong nửa thế kỉ thống trị, trên một đất nước vừa trải qua nhiều biến động Người lớn, nhà Nguyễn ra sức củng cố quyền thống trị, phục hồi kinh tế, chấn chỉnh văn hoá. Tuy nhiên, trong điều kiện của giai đoạn suy tàn của ",,,,,
entity,lichsu_10_s98_001:e10,Organization,Nhà Trần,Triều đại suy vong trước khi Hồ Quý Ly thực hiện cải cách.,Nhà Trần suy vong,0.95,[],lichsu_10_s98_001,lichsu_10,Bài,X XV ?,"[91, 92, 93, 94, 95]","[""data/corpus/lichsu_10/lichsu_10.pdf_91.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_92.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_93.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_94.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_95.jpg.txt""]","dinh thự. Đầu thế kỉ XV, các thợ quan xưởng dưới sự chỉ đạo của Hồ Nguyên Trừng đã chế tạo được súng thần cơ (súng lớn) và đóng được thuyền chiến có lầu tháng Thời Lê sơ, quan xưởng được mở rộng B X XV ? 19 144 4, Tình hình phân hoá xã hội và cuộc đầu tranh của nông dân Sự phát triển kinh tế trong hoàn cảnh của chế độ phong kiến vừa góp phần ngày nâng cao đời sống nhân dân, củng cố nền độc lập dân tộc, vừa đầy nhanh sự thi phân hoá xã hội. Giai cấp địa chủ thống trị ngày càng mở rộng ruộng đất t",,,,,
entity,lichsu_12_s44_bai4_sec3_002:e12,Organization,Đảng Nhân dân Cách mạng Campuchia,Tổ chức lãnh đạo nhân dân Campuchia kháng chiến chống thực dân Pháp từ năm 1951,từ năm 1951 là Đảng Nhân dân Cách mang Campuchia,0.95,[1951],lichsu_12_s44_bai4_sec3_002,lichsu_12,Bài 4,VIỆT NAM TÊN NƯỚC,"[25, 26, 27, 28]","[""data/corpus/lichsu_12/lichsu_12.pdf_25.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_26.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_27.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_28.jpg.txt""]","h đao chinh của Đảng Nhân dân Lào (thành lập ngày 22 - 3 - 1955) ? cuộc đấu tranh chống để quốc Mĩ được triển khai cả trên ba mặt trân - quân sự ? chính trị ? ngoai giao và giành được nhiều thăng lơi. Nhiều Nhân dân Lào đã lân lượt đánh bai các kế hoạch của Mĩ, đến dầu những năm 70 vùng giải phóng được mở rộng đến 4/5 lãnh thổ Do thắng lơi trên, cùng với việc Hiệp dinh Pan về Viết Nam được kí kết (1 - 1973) Các phái ở Lào đã thoả thuận kí Hiệp đinh Viêng Chăn (21 - 2 - 1973), lập lai hoà bình, t",,,,,
entity,lichsu_12_s205_bai18_sec11_001:e4,Organization,Chính phủ Pháp,Tổ chức cử Bôlae làm Cao ủy Pháp ở Đông Dương.,Chính phủ Pháp cử Bôlae,0.95,[],lichsu_12_s205_bai18_sec11_001,lichsu_12,Bài 18,1. Chiến dịch Việt Bắc thu - đông năm 1947,"[131, 132, 133, 134, 135]","[""data/corpus/lichsu_12/lichsu_12.pdf_131.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_132.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_133.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_134.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_135.jpg.txt""]","trào bình dân học vu được duy trì và phát triển, Trường phổ thông các cấp vẫn tiếp tuc giảng day và học tập trong hoàn cảnh chiến tranh Cuộc chiến đấu của quân dân ta trong những tháng đầu kháng 1. Chiến dịch Việt Bắc thu - đông năm 1947 19 Tháng 3 ? 1947, Chính phủ Pháp cử Bôlae làm Cao uý Pháp ở Đông Dương, thay Đác giăng lio, thực hiên kế hoạch tiến công căn cứ địa Viết Bắc nhằm nhanh chóng kết thúc chiến tranh. Thực dân Pháp huy đông 12 000 quân và hầu hết máy bay ở Đông Dương mở cuộc tiến c",,,,,
entity,lichsu_11_s138_bai24_sec4_001:e1,Organization,Việt Nam Quang phục hội,"Tổ chức đã tổ chức nhiều cuộc bạo động khi chiến tranh bùng nổ, sau những hoạt động không thành công vào năm 1913. Hội tan rã sau đợt khủng bố lớn của thực dân Pháp và tay sai vào năm 1916.","Việt Nam Quang phục hội gần như nằm im. Khi chiến tranh bùng nổ, do tình hình thay đổi, Hội đã tổ chức nhiều cuộc bạo động",0.95,"[1913, 1916]",lichsu_11_s138_bai24_sec4_001,lichsu_11,Bài 24,THI PHONG TRÀO ĐẦU TRANH VŨ TRANG TRONG CHIẾN TRANH,"[146, 147, 148, 149]","[""data/corpus/lichsu_11/lichsu_11.pdf_146.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_147.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_148.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_149.jpg.txt""]","đến mức mùa màng gần như mất tráng, Giữa năm này; đề vỡ ở hầu hết các sông lớn thuộc Bắc Kì, làm ngập tối 22 000 ha Chính sách khai thác thuộc địa của thực dân Pháp trong chiến tranh đã tác động như THI PHONG TRÀO ĐẦU TRANH VŨ TRANG TRONG CHIẾN TRANH 1 Hoạt động của Việt Nam Quang phục hội Sau những hoạt động không thành công trong năm 1913, Viết Nam Quang phục hội gần như nằm im. Khi chiến tranh bùng nổ, do tình hình thay đổi, Hội đã tổ chức nhiều cuộc bạo động Tháng 9 - 1914, hội viên Đỗ Chân ",,,,,
