audit_kind,item_id,relation_type,source_id,source_type,source_name,target_id,target_type,target_name,description,evidence_text,confidence,chunk_id,book,chapter,section,pages,source_files,chunk_text_preview,is_valid,type_correct,evidence_support,direction_correct,notes
relation,lichsu_12_s297_bai24_sec7_002:2:e2-RELATED_TO-e3,RELATED_TO,e2,Organization,Quốc hội khoá VI nước Việt Nam thống nhất,e3,Place,Hà Nội,Quốc hội khoá VI họp kì đầu tiên tại Hà Nội,Quốc hội khoá VI nước Viết Nam thống nhất họp kì đầu tiên tại Hà Nôi,0.95,lichsu_12_s297_bai24_sec7_002,lichsu_12,Bài 24,HII - HOÀN THÀNH THỐNG NHẤT ĐẤT NƯỚC VỀ MẶT NHÀ NƯỚC (1975 ? 1976),"[200, 201, 202, 203]","[""data/corpus/lichsu_12/lichsu_12.pdf_200.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_201.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_202.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_203.jpg.txt""]","Hơn 23 tnêu cử tri (chiếm 98,8% tổng số cử in) đi bó phiếu và bầu ra 492 đai biểu Fr Parting Từ ngày 24 - 6 đến ngày 3 - 7 - 1976, Quốc hội khoá VI nước Viết Nam thống nhất họp kì đầu tiên tại Hà Nôi. Quốc hội thông qua chính sách đối nội và đối ngoại của Nhà nước Viết Nam nghi thống nhất, quyết đỉnh tên nước là Cộng hoà xã hội chủ nghĩa Viết Nam (từ ngày 2-1?1976), quyết đình Quốc huy mang dòng chữ Cộng hoà xã hội chủ nghĩa Việt Nam, Quốc kì là là cờ đỏ sao vàng, Quốc ca là bài Tiến quân ca, th",,,,,
relation,lichsu_10_s175_001:9:e3-RELATED_TO-e8,RELATED_TO,e3,Concept,chủ nghĩa tư bản,e8,Place,13 thuộc địa Anh,nền công thương nghiệp tư bản chủ nghĩa ở 13 thuộc địa,nền công thương nghiệp tư bản chủ nghĩa ở 13 thuộc địa,0.95,lichsu_10_s175_001,lichsu_10,Bài,1. Sự phát triển của chủ nghĩa tư bản ở Bắc Mĩ. Nguyên nhân,"[146, 147]","[""data/corpus/lichsu_10/lichsu_10.pdf_146.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_147.jpg.txt""]","một cuộc chiến tranh giải phóng nhằm lật đồ sự thống trị của chính quyền thực dân Anh mở đường cho chủ nghĩa tư bản phát triển ở Bắc Mĩ, dẫn đến sự ra đời của một quốc gia mới - Hợp chúng quốc Mi. 1. Sự phát triển của chủ nghĩa tư bản ở Bắc Mĩ. Nguyên nhân bũng nổ chiến tranh Sau phát kiến của Cri xtốp Cô-lôm bô, nhiều người dân châu Âu di cư sang vùng Bắc Mi. Đến nửa đầu thế kỉ XVIII, người Anh đã lập được 13 thuộc địa dọc theo bờ Đại Tây Dương ở Bắc Mĩ với số dân khoảng 1,3 triều người CCA NA ",,,,,
relation,lichsu_12_s156_bai15_sec6_002:2:e4-RELATED_TO-e3,RELATED_TO,e4,Organization,chính quyền thực dân,e3,Time,tháng 9 năm 1936,Chính quyền thực dân ra lệnh giải tán các ủy ban hành động vào giữa tháng 9 năm 1936,"giữa tháng 9 ? 1936, chính quyền thưc dân thi tra lênh giải tán các uý ban hành đông",0.95,lichsu_12_s156_bai15_sec6_002,lichsu_12,Bài 15,1. Hội nghị Ban Chấp hành Trung ướng Đảng Cộng Dương,"[98, 99, 100, 101]","[""data/corpus/lichsu_12/lichsu_12.pdf_100.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_101.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_98.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_99.jpg.txt""]","triêu tập Đông Dương Đại hội (8 1936) Các uỷ ban hành động được thành lập kháp nơi trong nước, Quần chúng sôi nổi tham gia các cuộc mít tinh, hội họp Trước sư phát triển của phong trào, giữa tháng 9 ? 1936, chính quyền thưc dân thi tra lênh giải tán các uý ban hành đông, cầm các cuốc hôi họp của nhân dân Mặc dù phái đoàn của Quốc hội Pháp không sang, phong trào Đông Dương Đai ngoài hai bi câm hoat đông, song đông đáo quân chúng lao đông đã thức tính, Đảng đã tháng đã thiết tích luỹ được một số k",,,,,
relation,lichsu_10_s41_002:2:e3-RELATED_TO-e4,RELATED_TO,e3,Concept,giai đoạn suy thoái,e4,Concept,xã hội phong kiến,Mặc dù xã hội phong kiến vẫn tiếp tục tồn tại trong giai đoạn suy thoái.,mặc dù xã hội phong kiến vẫn tiếp tục tồn tại,0.95,lichsu_10_s41_002,lichsu_10,Bài,MÔ-GIO-PAHÍT - TÊN QUỐC GIA PHONG KIẾN,"[45, 46, 47, 48, 49]","[""data/corpus/lichsu_10/lichsu_10.pdf_45.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_46.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_47.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_48.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_49.jpg.txt""]","của nhiều nước trên thế giới đến đây buôn bán, mang sản vật của Đông Nam Á về nước họ, hay đến những nơi khác xa xôi hơn. Cùng với sự phát triển kinh tế và với quá trình xác lập các quốc gia ?dân tộc? nhưng vàn hoá dân tộc cũng dần được hình thành, Sau một thời gian tiếp thu và chọn lọc, các dân tộc Đông Nam Á đã xây dựng được một nền văn hoá riêng của mình và đóng góp vào kho tàng văn hoá chung của loài người những giá trị tinh thần độc đáo Từ nửa sau thế kỉ XVIII, các quốc gia Đông Nam Á bước ",,,,,
relation,lichsu_12_s23_bai2_sec4_001:6:e1-RELATED_TO-e9,RELATED_TO,e1,Place,Liên Xô,e9,Event,xây dựng chủ nghĩa xã hội,Liên Xô tiếp tục xây dựng chủ nghĩa xã hội.,Liên Xô tiếp tục xây dựng chủ nghĩa xã hôi,0.95,lichsu_12_s23_bai2_sec4_001,lichsu_12,Bài 2,THI LIÊN XÔ VÀ CÁC NƯỚC ĐÔNG ÂU TỪ NĂM 1945 ĐẾN GIỮA NHỮNG NĂM 7000,"[10, 11, 12]","[""data/corpus/lichsu_12/lichsu_12.pdf_10.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_11.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_12.jpg.txt""]","chính trị và kinh tế - xã hôi ở Liên Xô và các nước Đông Âu đa dần đến sư tan rã của chế độ xã hôi chủ nghĩa ở các nước này, Nhà nước Liên bang Nga kê thừa địa vị và quyền lợi hợp pháp của Liên Xô THI LIÊN XÔ VÀ CÁC NƯỚC ĐÔNG ÂU TỪ NĂM 1945 ĐẾN GIỮA NHỮNG NĂM 7000 11 Liên Xô a) Công cuộc khôi phục kinh tế (1945 ) 1950) Liên Xô là nước chíu tổn thất nặng nề nhất trong Chiến tranh thế giới thứ hai: khoảng 27 triêu người chết, 1 710 thành phố, hơn 7 van làng mạc, gần 32 000 xí nghiệp bị tàn phá nặn",,,,,
relation,lichsu_12_s188_bai17_sec9_001:9:e10-RELATED_TO-e11,RELATED_TO,e10,Concept,Trường học các cấp phổ thông và đại học,e11,Event,khai giảng,Trường học các cấp phổ thông và đại học sớm được khai giảng,Trường học các cấp phổ thông và đại học sóm được khai giảng,0.9,lichsu_12_s188_bai17_sec9_001,lichsu_12,Bài 17,3. Giải quyết nạn dốt,"[123, 124, 125]","[""data/corpus/lichsu_12/lichsu_12.pdf_123.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_124.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_125.jpg.txt""]","hoang cho nông dân thiếu ruộng, chia lại ruông đất công theo nguyên tác công bàng, dân chủ Nhờ các biên pháp tích cực trên, sản xuất nông nghiệp nhanh chóng được phục hồi, nạn đói dân dân bị đẩy lùi. 3. Giải quyết nạn dốt Xoá nan mù chữ, nâng cao trình độ văn hoá cho nhân dân là một trong những nhiêm vu cấp bách cần giải quyết Ngày 8 - 9 - 1945, Chủ tịch Hồ Chí Minh kí Sác lênh thành lập Nha Bình dân học vụ ? cơ quan chuyên trách về chống """"giác dốt"" - và kêu gọi nhân dân cả nước tham gia phong ",,,,,
relation,lichsu_12_s166_bai16_sec8_002:2:e3-RELATED_TO-e1,RELATED_TO,e3,Organization,Đội du kích Bắc Sơn,e1,Place,Bắc Sơn,Đội du kích Bắc Sơn được thành lập tại Bắc Sơn,Đội du kích Bắc Sơn được thành lập,0.9,lichsu_12_s166_bai16_sec8_002,lichsu_12,Bài 16,VÀ TII PHONG TRAO GIẢI PHONG DÂN TỘC TỪ THÁNG 9 - 1939,"[103, 104, 105, 106]","[""data/corpus/lichsu_12/lichsu_12.pdf_103.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_104.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_105.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_106.jpg.txt""]","g bô địa phương, nhân dân Bắc Sơn đã nối dây chận dánh quân Pháp, chiếm đồn Mỏ Nhài, Chính quyền địch ở Bắc Sơn tan rã Nhân dân làm chủ châu lị và các vùng lân cân. Đội du kích Bắc Sơn được thành lập. Thất Khên TRUNG QUỐC Na Sầm Bình Gia s cr Bắc Sơn Điềm He Mỏ Nhài LANG Vũ Lăng SƠN A Võ Nhai P Khuối Nọi Y THÁI NGUYÊN Quân chúng và binh linh nguy quyền NY nổi dậy khởi nghĩa - Hương tiến đánh của quân Nhật x Nơi thành lập đội du kích Bắc Sơn Quân Pháp đầu hàng Pháp phân công, đần áp quân khởi ngh",,,,,
relation,lichsu_10_s174_001:6:e7-RELATED_TO-e8,RELATED_TO,e7,Event,cách mạng tư sản ở Bắc Mĩ,e8,Event,chiến tranh giải phóng,cách mạng tư sản ở Bắc Mĩ diễn ra dưới hình thức chiến tranh giải phóng,diễn ra dưới hình thức một cuộc chiến tranh giải phóng,0.95,lichsu_10_s174_001,lichsu_10,Bài,CỦA CÁC THUỐC ĐIA ANH,"[145, 146]","[""data/corpus/lichsu_10/lichsu_10.pdf_145.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_146.jpg.txt""]","(1599 ? 1658) phong kiến, mở đường cho chủ nghĩa tư bản phát thiến triển mạnh mẽ hơn. Đây là cuộc cách mạng tư sản có ý nghĩa trọng đại trong thời kì quá độ từ chế độ phong kiến sang chế độ tư bản. S CỦA CÁC THUỐC ĐIA ANH Ở BẮC MĨ Vào nửa sau thế kỉ XVIII, một cuộc biến động xã hội chính trị to lớn đã bùng nổ ở Bắc Mĩ ? đó là cuộc cách mạng tư sản diễn ra dưới hình thức một cuộc chiến tranh giải phóng nhằm lật đồ sự thống trị của chính quyền thực dân Anh mở đường cho chủ nghĩa tư bản phát triển ",,,,,
relation,lichsu_12_s60_bai5_sec9_003:7:e10-RELATED_TO-e9,RELATED_TO,e10,Place,Achentina,e9,Time,năm 1982,Chế độ độc tài bị xóa bỏ ở Achentina sau thất bại năm 1982.,Sau thất bại trong vu tranh chấp chủ quyền quần đảo Manvinát với Anh (4 ? 1982) chế độ độc tài bị xoá bỏ ở Achentina,0.95,lichsu_12_s60_bai5_sec9_003,lichsu_12,Bài 5,ĐÔM NGA ANT CHA THO NGAY,"[38, 39, 40, 41]","[""data/corpus/lichsu_12/lichsu_12.pdf_38.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_39.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_40.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_41.jpg.txt""]","ủ (cải cách ruộng đất, quốc hữu hoá các xí nghiệp của tư bản nước ngoài,..), Đến năm 1961, Chính phủ Cuba thi thuyên bó bắt đầu tiên hành cách mang xã hội chủ nghĩa và xây dưng chủ nghĩa xã Người hói. Với sư nô lực của nhân dân và sư giúp đỡ của các nước xã hôi chủ nghia, Cuba nhưng đạt được nhiều thành tựu to lớn - từ một nền nông nghiệp độc canh (mía) và nên cho công nghiệp đơn nhất (khai thác mỏ), Cuba đã xây dựng được một nên công nghiệp với cơ cấu các ngành hợp lí và nền nông nghiệp với sản",,,,,
relation,lichsu_10_s140_bai24_sec6_002:4:e6-RELATED_TO-e5,RELATED_TO,e6,Concept,Văn học Việt Nam,e5,Time,thế kỉ XVII,Văn học Việt Nam được đề cập trong bối cảnh thế kỉ XVII.,Văn học Việt Nam thế kỉ XVII,0.95,lichsu_10_s140_bai24_sec6_002,lichsu_10,Bài 24,1. Giáo dục,"[121, 122, 123]","[""data/corpus/lichsu_10/lichsu_10.pdf_121.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_122.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_123.jpg.txt""]","ơng , Văn học dân gian cũng phát triển ở các vùng dân tộc ít người làm cho kho tàng văn học thêm đa dạng, phong phú, phản ánh cuộc sống tinh thần và tâm linh của người The nha dân Việt Nam dương thời. Chính trên cơ sở đó, thơ ca chữ Nôm ngày càng dược trau chuốt, để rồi hình thành những áng thơ Nôm bất hủ như Chính phụ ngâm; Cung oán ngâm khúc... B Văn học Việt Nam thế kỉ XVII? Những điểm mới đó nói lên điều gì ?",,,,,
relation,lichsu_10_s45_002:7:e9-RELATED_TO-e10,RELATED_TO,e9,Place,Vương quốc Thái,e10,Time,thế kỉ XIV,Vương quốc Thái thành lập vào thế kỉ XIV,Vương quốc Thái thành lập vào thế kỉ XIV,0.9,lichsu_10_s45_002,lichsu_10,Bài,1. Vương quốc Cam pu-chia,"[50, 51, 52]","[""data/corpus/lichsu_10/lichsu_10.pdf_50.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_51.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_52.jpg.txt""]","(1181 ? 1201), quân Cam-pu-chia đã tiến đánh Cham-pa (1190) và biến vương quốc này thành của Bảng co, sau đó lại tiến hành thu phục vùng trung và hạ lưu Mê Nam tiến đến tân Say Phong (gần Viêng Chăn). Ở thương lưu sông Mê Nam và vua Giay-a-vác-man VII đã tiến đánh và thu phục địa bàn của Vương quốc Môn Ha-ri-pun-giay-a, tiến tới sát biên giới Mề-phía Thi Than nam, lãnh thổ Cam pu-chia được mở rộng tới miền Bắc bán đảo Mã Lai Nhưng từ cuối thế kỉ XIII, Cam-pu chia bắt dầu suy yếu, Thêm vào đó, Và",,,,,
relation,lichsu_11_s104_bai19_sec5_003:2:e4-RELATED_TO-e3,RELATED_TO,e4,Person,Trương Đình,e3,Organization,Pháp,Nghĩa quân của Trương Đình chiến đấu chống Pháp.,Các toán nghĩa quân của Trương Đình... chiến đấu rất anh dũng,0.8,lichsu_11_s104_bai19_sec5_003,lichsu_11,Bài 19,MIÊN ĐÔNG NAM KÌ TỪ NĂM 1859 ĐẾN NĂM 1862,"[106, 107, 109, 110, 111]","[""data/corpus/lichsu_11/lichsu_11.pdf_106.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_107.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_109.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_110.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_111.jpg.txt""]","iên Hoà (1861), Vĩnh Long (23 13 1862) Khi giặc Pháp từ Gia Định đánh lan ra, cuộc kháng chiến của nhân dân ta càng phát triển mạnh hơn Các toán nghĩa quân của Trương Đình, Trần Thiên Chính, Lê Huy... chiến đấu rất anh dũng, lập nhiều chiến công, Ngày 10 11 - 1861, đôi quân của Nguyễn Trung Trực đã đánh chìm tàu chiến El-pê-răng (Hi vọng) của địch trên sông Vàm Có Đông (đoạn chảy qua thôn Nhật Tảo), làm nức lòng quân dân ta Giữa lúc phong trào kháng chiến của nhân dân đang ngày một dâng cao, khi",,,,,
relation,lichsu_12_s16_bai1_sec6_001:1:e2-RELATED_TO-e3,RELATED_TO,e2,Organization,Công hoà Nhân dân Trung Hoa,e3,Time,tháng 10 năm 1971,Đại diện của Công hoà Nhân dân Trung Hoa được nhắc đến vào tháng 10 năm 1971.,từ tháng 10 ? 1971 là đại diên của Công hoà Nhân dân Trung Hoa,0.9,lichsu_12_s16_bai1_sec6_001,lichsu_12,Bài 1,VII - SỰ HÌNH THÀNH HAI HỆ THÔNG XÃ LẬP,"[6, 7, 8, 9]","[""data/corpus/lichsu_12/lichsu_12.pdf_6.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_7.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_8.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_9.jpg.txt""]","Điền Đài Loan, từ tháng 10 ? 1971 là đại diên của Công hoà Nhân dân Trung Hoa Ngày 16 - 10 ? 2007, Đại hội đồng Liên hợp quốc đã bầu Việt Nam làm Uý viên Không thương trực Hội đông Bảo an, nhiêm k009 VII - SỰ HÌNH THÀNH HAI HỆ THÔNG XÃ LẬP Ngay sau Chiến tranh thế giới thứ hai, trên thế giới đã diễn ra nhiều sự kiên quan thi trong với xu hướng hình thành hai phe ? tư bản chủ nghĩa và xã hôi chủ nghĩa ? đống lấp nhau gay gắt. Trong Tương lai của nước Đức trở thành vấn đề trung lâm trong nhiều cuộ",,,,,
relation,lichsu_10_s45_001:8:e9-RELATED_TO-e8,RELATED_TO,e9,Organization,vương quốc của người Khơ-me,e8,Time,thế kỉ VI,Vương quốc của người Khơ-me được hình thành vào thế kỉ VI.,"Đến thế kỉ VI, vương quốc của người Khơ-me được hình thành",0.95,lichsu_10_s45_001,lichsu_10,Bài,1. Vương quốc Cam pu-chia,"[50, 51, 52]","[""data/corpus/lichsu_10/lichsu_10.pdf_50.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_51.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_52.jpg.txt""]","VÀ VƯƠNG QUỐC LÀO Cam-pu-chia và Lào ? hai quốc giềng gần gũi của Việt Nam, đã có một truyền thống lịch sử lâu đời và một nền văn hoá đặc sắc 1. Vương quốc Cam pu-chia Đất nước Cam-pu-chia như một lòng chảo khổng lồ, xung quanh là rừng và cao nguyên bao bọc, còn đáy chảo là Biển Hồ và vùng phụ cận với những cánh đồng phì nhiêu, màu mỡ. Ở Cam-pu chia, tộc người chiếm đa số là Kho-me. Địa bàn sinh tụ đầu tiên của người Kho-me ở phía bắc nước Cam pu-chia ngày nay, trên cao nguyên Cò Rạt và mạn trun",,,,,
relation,lichsu_12_s13_bai1_sec3_001:5:e7-RELATED_TO-e5,RELATED_TO,e7,Organization,Mĩ,e5,Concept,tư bản chủ nghĩa,Mĩ đứng đầu phe tư bản chủ nghĩa,hai siêu cường Mĩ và Liên Xô đứng đầu môi phe,0.95,lichsu_12_s13_bai1_sec3_001,lichsu_12,Bài 1,SAU CHIẾN TRANH THẾ GIỚI THỨ HAI (1949),[4],"[""data/corpus/lichsu_12/lichsu_12.pdf_4.jpg.txt""]","SAU CHIẾN TRANH THẾ GIỚI THỨ HAI (1949) Chiến tranh thế giới thứ hai kết thúc đã mở ra một giai đoạn phát triển mới của tinh hình thế giới Một trật tư thế giới mới được hình thành với đặc trưng lớn là thế giới chia thành hai phe ? tư bản chủ nghĩa và xã hòi chủ nghia, do hai siêu cường Mĩ và Liên Xô đứng đầu môi phe Các quốc gia trên thế giới trong những năm đầu sau chiến tranh dần dần bị phân hoá theo đặc trưng đó Liên hợp quốc ra đời như một công cu duy tri trật tư thế giới mới vừa được hinh t",,,,,
relation,lichsu_11_s6_003:4:e6-RELATED_TO-e5,RELATED_TO,e6,Concept,Hiến pháp mới,e5,Time,Năm 1889,Hiến pháp mới được ban hành vào năm 1889,"Năm 1889, Hiến pháp mới được ban hành",0.95,lichsu_11_s6_003,lichsu_11,Bài,Bài,"[4, 5, 6]","[""data/corpus/lichsu_11/lichsu_11.pdf_4.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_5.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_6.jpg.txt""]","ách tiến bộ nhâm đưa Nhật Bản thoát khỏi tình trang một nước phong kiến lạc hậu. Đó là cuộc Duy tân Minh Tri được tiến hành trên tất cả các lĩnh vực : chính tri, kinh tế, quân sự, văn hoá - giáo dục.. Hinh 1 Thiên hoàng Minh Tri (1852 - 1912) Về chính trị - Nhật hoàng tuyên bố thủ tiêu chế độ Mạc phủ, thành lập chính phủ mới, trong đó đại biểu của tầng lớp quý tộc tư sản hoá đóng vai trò quan trong thực hiên quyền bình đẳng giữa các công dân Năm 1889, Hiến pháp mới được ban hành, chế độ quân chủ",,,,,
relation,lichsu_12_s285_bai23_sec12_002:11:e10-RELATED_TO-e8,RELATED_TO,e10,Time,Ngày 25 - 3,e8,Place,Huế,Quân ta tiến vào cố đô Huế vào ngày 25-3,"Đúng 10 giờ 30 phút ngày 25 ? 3, quân ta tiên vào cổ đô Huế",0.95,lichsu_12_s285_bai23_sec12_002,lichsu_12,Bài 23,2. Cuộc Tổng tiến công và nối dậy Xuân 1975,"[192, 193, 194, 195, 196]","[""data/corpus/lichsu_12/lichsu_12.pdf_192.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_193.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_194.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_195.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_196.jpg.txt""]","h mất tinh thần, hàng nối loan Ngày 14 - 3 - 1975, Nguyên Văn Thiêu ra lênh rút toàn bộ quân khỏi Tây Nguyên về giữ vùng duyên hải miền Trung Trên đường rút chay, chúng bị quân ta truy kích tiêu diệt. Đến ngày 24 - 3 - 1975, Tây Nguyên rông lớn với 60 van dân hoàn toàn được giải phóng Chiến dịch Tây Nguyên thắng loi đã chuyển cuộc kháng chiến chông Mĩ, cứu nước sang giai đoạn mới - từ tiến công chiến lược ở Tây Nguyên phát triển thành tổng tiến công chiến lược trên toàn chiến trường miền Nam Thu",,,,,
relation,lichsu_11_s35_bai10_sec2_003:5:e5-RELATED_TO-e8,RELATED_TO,e5,Organization,Liên bang Cộng hoà xã hội chủ nghĩa Xô viết,e8,Place,Bê-lô-rút-xi-a,Bê-lô-rút-xi-a là một trong 4 nước Cộng hoà Xô viết đầu tiên của Liên Xô,Bê-lô rút xi a,0.95,lichsu_11_s35_bai10_sec2_003,lichsu_11,Bài 10,THI CHÍNH SÁCH KINH TẾ MỚI VÀ CÔNG CUỘC KIÔH TẾ,"[53, 54, 55]","[""data/corpus/lichsu_11/lichsu_11.pdf_53.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_54.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_55.jpg.txt""]","tế, Cho đến nay, Chính sách kinh tế mới còn để lai nhiều kinh nghiệm đối với công cuộc xây dưng chủ nghĩa xã hội ở một số nước trên thế giói Chính sách kinh tế mới tác động đến nền kinh tế nước Nga ? (xem bảng thống kê) 2 Sự thành lập Liên bang Cộng hoà xã hội chủ nghĩa Xô viết Công cuộc xây dưng và bảo về đất nước đòi hỏi các dân tộc trên lãnh thổ Xô viết phải liên minh chat chế với nhau nhằm lăng cường sức manh về mọi mal Di chi Dưới sự chỉ đạo trực tiếp của Lê nin, Đại hội lần thứ nhất các xô",,,,,
relation,lichsu_12_s270_bai22_sec18_003:4:e1-RELATED_TO-e5,RELATED_TO,e1,Place,miền Bắc,e5,Place,Campuchia,miền Bắc chi viện cho chiến trường Campuchia,Campuchia,0.95,lichsu_12_s270_bai22_sec18_003,lichsu_12,Bài 22,1. Miền Bắc khôi phục và phát triển kinh tôi,"[181, 182, 183, 184, 185]","[""data/corpus/lichsu_12/lichsu_12.pdf_181.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_182.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_183.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_184.jpg.txt"", ""data/corpus/lichsu_12/lichsu_12.pdf_185.jpg.txt""]","ong chiến tranh phá hoại lần thứ hai, miền Bắc vẫn bảo đảm tiếp nhận hàng viên trơ từ bên ngoài, chi viên theo yêu cầu của tiền tuyến miền Nam và cho cả chiến Trường Lào, Campuchia Trong 3 năm (1969 ? 1971), hàng chuc van thanh niên miền Bắc được goi nhấp ngũ, có 60% trong số đó lên đường bổ sung cho các chiến trường miền Nam, Lào, Campuchia , khối lượng vật chất đưa vào các chiến trường tăng gấp 1,6 lân so với 3 năm trước đó Năm 1972, miên Bắc đã đông viên hơn 22 vạn thanh niên bổ sung cho lực ",,,,,
relation,lichsu_10_s113_001:1:e1-RELATED_TO-e2,RELATED_TO,e1,Concept,giáo dục Nho học,e2,Concept,văn học,"Giáo dục Nho học góp phần vào việc xây dựng và bảo vệ đất nước, nhưng không tạo điều kiện cho sự phát triển kinh tế.",giáo dục Nho học không tạo điều kiện cho sự phát triển kinh tế,0.8,lichsu_10_s113_001,lichsu_10,Bài,2. Văn học,"[102, 103]","[""data/corpus/lichsu_10/lichsu_10.pdf_102.jpg.txt"", ""data/corpus/lichsu_10/lichsu_10.pdf_103.jpg.txt""]","được đào tạo đã góp phần quan trọng vào việc xây theng dong vự bảo về đất nước, Tuy nhiên, giáo dục Nho học không tạo điều kiện cho sự phát triển kinh tế. B Việc dựng bia Tiến sĩ có tác dụng gì ? 2. Văn học Sự phát triển giáo dục góp phần păn văn học. Ban đầu, văn học mang nặng tư tưởng Phật giáo Từ thời Trần, văn học dân tho tộc ngày càng phát triển, Hàng loạt bài thơ, bài hịch, bài phú nổi tiếng như Nam quốc sơn hà, Hịch tướng sĩ, Bạch Đằng giang phú, v.v.. cùng hàng loạt tập thơ chữ Hán đã ra",,,,,
relation,lichsu_11_s140_bai24_sec6_002:10:e3-RELATED_TO-e11,RELATED_TO,e3,Organization,thực dân Pháp,e11,Person,Hoàng Hoa Thám,Pháp tiến hành giảng hòa với Hoàng Hoa Thám,tiên hành giảng hoà với Hoàng Hoa Thám,0.9,lichsu_11_s140_bai24_sec6_002,lichsu_11,Bài 24,SƠ KẾT LỊCH SỬ VIỆT NAM (1858 1918),"[152, 153, 154, 155, 156]","[""data/corpus/lichsu_11/lichsu_11.pdf_152.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_153.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_154.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_155.jpg.txt"", ""data/corpus/lichsu_11/lichsu_11.pdf_156.jpg.txt""]","p. Trái ngược với thái đô của triều đình Huế, ngay từ đầu nhân dân Viết Nam da thiến dưng dây chiến đấu chống Pháp. Cuộc chiến tranh nhân dân bên bi, déo dai, đều kháp, với tinh thần dũng cảm vô song. đã khiến thực dân Pháp phải chiu nhiều tổn nhiều thất, phải mất hơn 26 năm chúng mới hoàn thành cuộc chiến tranh xâm lược và còn nhà nhà phái mất thêm 11 năm nữa để tiến hành đunh quân sư mới tạm thời thiết Pháp được nền thống trị trên toàn cối Việt Nam Trong những năm cuối thể ki XIX, cuộc đấu tra",,,,,
